"id","alt_label","definition","identifier","notation","pref_label","uri"
"5103","Immunoglobulin G","A measurement of the total immunoglobulin G in a biological specimen.","C81971","IGG","Immunoglobulin G Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81971"
"5104","Immunoglobulin G Subclass 1","A measurement of the immunoglobulin G subclass 1 in a biological specimen.","C122127","IGG1","Immunoglobulin G Subclass 1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122127"
"5105","Immunoglobulin G Subclass 2","A measurement of the immunoglobulin G subclass 2 in a biological specimen.","C122128","IGG2","Immunoglobulin G Subclass 2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122128"
"5106","Immunoglobulin G Subclass 3","A measurement of the immunoglobulin G subclass 3 in a biological specimen.","C122129","IGG3","Immunoglobulin G Subclass 3 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122129"
"5107","Immunoglobulin G Subclass 4","A measurement of the immunoglobulin G subclass 4 in a biological specimen.","C122130","IGG4","Immunoglobulin G Subclass 4 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122130"
"5108","IgG/Albumin;Immunoglobulin G/Albumin","A relative measurement (ratio or percentage) of the immunoglobulin G to albumin in a biological specimen.","C147372","IGGALB","Immunoglobulin G to Albumin Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147372"
"5109","IgG Clearance","A measurement of the IgG clearance in a biological specimen.","C147373","IGGC","IgG Clearance","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147373"
"5110","IgG Clearance/Albumin Clearance","A relative measurement (ratio) of the IgG clearance to albumin clearance in a biological specimen.","C147374","IGGCALBC","IgG Clearance to Albumin Clearance Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147374"
"5111","Immunoglobulin G/Creatinine","A relative measurement (ratio or percentage) of the immunoglobulin G to creatinine in a biological specimen.","C119285","IGGCREAT","Immunoglobulin G to Creatinine Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C119285"
"5112","IgG Synthesis Rate","A measurement of the IgG synthesis rate in a biological specimen.","C147375","IGGSYNRT","IgG Synthesis Rate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147375"
"5113","Immunoglobulin Heavy Constant Gamma 2","A measurement of the immunoglobulin heavy constant gamma 2 in a biological specimen.","C154737","IGHG2","Immunoglobulin Heavy Constant Gamma 2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C154737"
"5114","Immunoglobulin Heavy Constant Gamma 4","A measurement of the immunoglobulin heavy constant gamma 4 in a biological specimen.","C154738","IGHG4","Immunoglobulin Heavy Constant Gamma 4 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C154738"
"5115","Immunoglobulin M","A measurement of the total immunoglobulin M in a biological specimen.","C81972","IGM","Immunoglobulin M Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81972"
"5116","Soluble Immunoglobulin","A measurement of the soluble total immunoglobulin in a biological specimen.","C117835","IGSOL","Soluble Immunoglobulin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C117835"
"5117","Interleukin 12+23 p40","A measurement of the p40 subunit of the interleukins 12 and 23 in a biological specimen.","C128970","IL122340","Interleukin 12+23 p40 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C128970"
"5118","Interleukin 18 Binding Protein","A measurement of the interleukin 18 binding protein in a biological specimen.","C172513","IL18BP","Interleukin 18 Binding Protein Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C172513"
"5119","Interleukin 18 Excretion Rate","A measurement of the amount of interleukin 18 being excreted in a biological specimen over a defined period of time (e.g. one hour).","C156519","IL18EXR","Interleukin 18 Excretion Rate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C156519"
"5120","Interleukin 1 Excretion Rate","A measurement of the amount of interleukin 1 being excreted in a biological specimen over a defined period of time (e.g. one hour).","C156518","IL1EXR","Interleukin 1 Excretion Rate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C156518"
"5121","CD121b;CDw121b;IL-1R-2;IL-1RT2;IL1R2c;IL1RB;Interleukin 1 Receptor Type 2","A measurement of the interleukin 1 receptor type 2 in a biological specimen.","C165970","IL1R2","Interleukin 1 Receptor Type 2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C165970"
"5122","Interleukin 1 Receptor-Like 1;Protein ST2;sST2","A measurement of the interleukin 1 receptor-like 1 in a biological specimen.","C142281","IL1RL1","Interleukin 1 Receptor-Like 1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C142281"
"5123","Soluble Interleukin-1 Receptor Type I","A measurement of the soluble interleukin-1 receptor type I in a biological specimen.","C117836","IL1SR1","Soluble Interleukin-1 Receptor Type I Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C117836"
"5124","Interleukin 2 Receptor","A measurement of the interleukin 2 receptor in a biological specimen.","C158147","IL2R","Interleukin 2 Receptor Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C158147"
"5125","IL-2Ra;Interleukin 2 Receptor Subunit Alpha","A measurement of the interleukin 2 receptor subunit alpha in a biological specimen.","C142282","IL2RA","Interleukin 2 Receptor Subunit Alpha Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C142282"
"5126","IL-2Rb;Interleukin 2 Receptor Subunit Beta","A measurement of the interleukin 2 receptor subunit beta in a biological specimen.","C142283","IL2RB","Interleukin 2 Receptor Subunit Beta Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C142283"
"5127","Soluble Interleukin 2 Receptor","A measurement of the soluble interleukin 2 receptor in a biological specimen.","C158220","IL2SR","Soluble Interleukin 2 Receptor Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C158220"
"5128","Soluble Interleukin 6 Receptor","A measurement of the soluble interleukin 6 receptor in a biological specimen.","C117837","IL6SR","Soluble Interleukin 6 Receptor Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C117837"
"5129","Isoleucine","A measurement of the isoleucine in a biological specimen.","C103410","ILE","Isoleucine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103410"
"5130","Iloperidone","A measurement of the iloperidone in a biological specimen.","C177984","ILOPRDN","Iloperidone Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C177984"
"5131","Immunoglobulin","A measurement of the total immunoglobulin in a biological specimen.","C81869","IMMGLB","Immunoglobulin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81869"
"5132","Immunoglobulin Light Chains","A measurement of the total immunoglobulin (kappa and lambda) light chains in a biological specimen.","C147376","IMMGLC","Immunoglobulin Light Chain Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147376"
"5133","Immunoglobulin Light Chains, Free","A measurement of the total free immunoglobulin (kappa and lambda) light chains in a biological specimen.","C156517","IMMGLCFR","Free Immunoglobulin Light Chain Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C156517"
"5134","Inclusion Bodies","A measurement of the inclusion bodies in a biological specimen.","C116184","INCLBOD","Inclusion Body Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C116184"
"5135","Erythrocyte Inclusion Bodies","A measurement of the erythrocyte inclusion bodies in a biological specimen.","C161375","INCLBRBC","Erythrocyte Inclusion Bodies Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C161375"
"5136","Indican","A measurement of the indican present in a biological specimen.","C82044","INDICAN","Indican Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82044"
"5137","Islet Neogenesis Assoc Protein Antibody","A measurement of the islet neogenesis associated protein antibody in a biological specimen.","C81987","INGAPAB","Islet Neogenesis Associated Protein Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81987"
"5138","Inhibin A","A measurement of the inhibin A in a biological specimen.","C82020","INHIBINA","Inhibin A Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82020"
"5139","Inhibin B","A measurement of the inhibin B in a biological specimen.","C96681","INHIBINB","Inhibin B Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C96681"
"5140","Inulin Clearance","A measurement of the volume of serum or plasma that would be cleared of inulin by excretion of urine for a specified unit of time (e.g. one minute).","C98748","INLCLR","Inulin Clearance","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C98748"
"5141","Prothrombin Intl. Normalized Ratio","A ratio that represents the prothrombin time for a plasma specimen, divided by the result for a control plasma specimen, further standardized for the International Sensitivity Index of the tissue factor (thromboplastin) used in the test.","C64805","INR","International Normalized Ratio of Prothrombin Time","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C64805"
"5142","Insulin Autoantibody","A measurement of the antibody to endogenous insulin in a biological specimen.","C119286","INSAAB","Insulin Autoantibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C119286"
"5143","Insulin Antibody","A measurement of the antibody to insulin in a biological specimen.","C119287","INSAB","Insulin Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C119287"
"5144","Insulin, Free","A measurement of the free insulin in a biological specimen.","C147377","INSLNFR","Free Insulin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147377"
"5145","Insulin","A measurement of the insulin in a biological specimen.","C74788","INSULIN","Insulin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74788"
"5146","Insulin Resistance","A measurement of the insulin resistance (a cell's inability to respond to insulin) in a biological specimen.","C123458","INSULINR","Insulin Resistance Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C123458"
"5147","Insulin Sensitivity","A measurement of the insulin sensitivity (cells are stimulated by lower than normal insulin levels) in a biological specimen.","C123459","INSULINS","Insulin Sensitivity Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C123459"
"5148","Interleukin 1","A measurement of the interleukin 1 in a biological specimen.","C74805","INTLK1","Interleukin 1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74805"
"5149","Interleukin 10","A measurement of the interleukin 10 in a biological specimen.","C74806","INTLK10","Interleukin 10 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74806"
"5150","Interleukin 11","A measurement of the interleukin 11 in a biological specimen.","C74807","INTLK11","Interleukin 11 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74807"
"5151","Interleukin 12;Interleukin 12 p70","A measurement of the interleukin 12 in a biological specimen.","C74808","INTLK12","Interleukin 12 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74808"
"5152","Interleukin 12 Beta;Interleukin 12 Beta Subunit;Interleukin 12 p40;Interleukin 12 p40 Subunit","A measurement of p40 subunit of Interleukin 12 in a biological specimen.","C127623","INTLK12B","Interleukin 12 Beta Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C127623"
"5153","Interleukin 13","A measurement of the interleukin 13 in a biological specimen.","C74809","INTLK13","Interleukin 13 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74809"
"5154","Interleukin 14","A measurement of the interleukin 14 in a biological specimen.","C74810","INTLK14","Interleukin 14 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74810"
"5155","Interleukin 15","A measurement of the interleukin 15 in a biological specimen.","C74811","INTLK15","Interleukin 15 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74811"
"5156","Interleukin 16","A measurement of the interleukin 16 in a biological specimen.","C74812","INTLK16","Interleukin 16 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74812"
"5157","IL-17A;Interleukin 17;Interleukin 17A","A measurement of the interleukin 17 in a biological specimen.","C74813","INTLK17","Interleukin 17 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74813"
"5158","Interleukin 18","A measurement of the interleukin 18 in a biological specimen.","C74814","INTLK18","Interleukin 18 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74814"
"5159","Interleukin 19","A measurement of the interleukin 19 in a biological specimen.","C74815","INTLK19","Interleukin 19 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74815"
"5160","Interleukin 1 Alpha","A measurement of interleukin 1 alpha in a biological specimen.","C122131","INTLK1A","Interleukin 1 Alpha Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122131"
"5161","IL-1B;IL1Beta;Interleukin 1 Beta;Interleukin 1B","A measurement of interleukin 1 beta in a biological specimen.","C112323","INTLK1B","Interleukin 1 Beta Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C112323"
"5162","IL-1RA;Interleukin 1 Receptor Antagonist","A measurement of the interleukin 1 receptor antagonist in a biological specimen.","C112324","INTLK1RA","Interleukin 1 Receptor Antagonist Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C112324"
"5163","Interleukin 2","A measurement of the interleukin 2 in a biological specimen.","C74816","INTLK2","Interleukin 2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74816"
"5164","Interleukin 20","A measurement of the interleukin 20 in a biological specimen.","C74817","INTLK20","Interleukin 20 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74817"
"5165","Interleukin 21","A measurement of the interleukin 21 in a biological specimen.","C74818","INTLK21","Interleukin 21 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74818"
"5166","Interleukin 22","A measurement of the interleukin 22 in a biological specimen.","C74819","INTLK22","Interleukin 22 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74819"
"5167","Interleukin 23;Interleukin 23 p59","A measurement of the interleukin 23 in a biological specimen.","C74820","INTLK23","Interleukin 23 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74820"
"5168","Interleukin 24","A measurement of the interleukin 24 in a biological specimen.","C74821","INTLK24","Interleukin 24 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74821"
"5169","Interleukin 25","A measurement of the interleukin 25 in a biological specimen.","C74822","INTLK25","Interleukin 25 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74822"
"5170","Interleukin 26","A measurement of the interleukin 26 in a biological specimen.","C74823","INTLK26","Interleukin 26 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74823"
"5171","Interleukin 27","A measurement of the interleukin 27 in a biological specimen.","C74824","INTLK27","Interleukin 27 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74824"
"5172","Interleukin 28","A measurement of the interleukin 28 in a biological specimen.","C74825","INTLK28","Interleukin 28 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74825"
"5173","Interleukin 29","A measurement of the interleukin 29 in a biological specimen.","C74826","INTLK29","Interleukin 29 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74826"
"5174","Interleukin 3","A measurement of the interleukin 3 in a biological specimen.","C74827","INTLK3","Interleukin 3 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74827"
"5175","Interleukin 30","A measurement of the interleukin 30 in a biological specimen.","C74828","INTLK30","Interleukin 30 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74828"
"5176","Interleukin 31","A measurement of the interleukin 31 in a biological specimen.","C74829","INTLK31","Interleukin 31 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74829"
"5177","Interleukin 32","A measurement of the interleukin 32 in a biological specimen.","C74830","INTLK32","Interleukin 32 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74830"
"5178","Interleukin 33","A measurement of the interleukin 33 in a biological specimen.","C74831","INTLK33","Interleukin 33 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74831"
